# CMAP = /home/josie/irysSolveResults/fa2cmap/chilense_pilon_corrected_assembly.ArcsGraph.scaffolds_BSSSI_0kb_0labels.cmap
# filter: Minimum Labels = 0
# filter: Minimum Size (kb) = 0
CompntId	CompntName	CompntLength
470	scaffold470,579771,f2461Z579771	579771
471	scaffold471,865552,r303z287036k6a0.16m10_f2405Z578516	865562
472	scaffold472,1071481,r920z177213k9a0.11m10_f2870z316008k19a0.10m10_f2700Z578260	1071501
473	scaffold473,1090815,f2418Z576731k11a0.09m10_f2479z514084	1090825
474	scaffold474,575962,f2765Z575962	575962
475	scaffold475,573769,f2773Z573769	573769
476	scaffold476,920163,r392z346983k25a0.08m10_f2445Z573180	920173
477	scaffold477,572923,f2490Z572923	572923
478	scaffold478,572432,f2411Z572432	572432
479	scaffold479,571890,f2412Z571890	571890
480	scaffold480,571603,f2637Z571603	571603
481	scaffold481,571425,f2932Z571425	571425
482	scaffold482,568818,f2414Z568818	568818
483	scaffold483,567816,f338Z567816	567816
484	scaffold484,567323,f2827Z567323	567323
485	scaffold485,689935,f2594Z566348k11a0.18m10_f935z123587	689945
486	scaffold486,564752,f2953Z564752	564752
487	scaffold487,679634,f2415Z563580k9a0.22m10_f1104z116054	679644
488	scaffold488,562374,f2696Z562374	562374
489	scaffold489,560415,f2788Z560415	560415
490	scaffold490,972874,f2420Z559855k11a0.18m10_f2871z413019	972884
491	scaffold491,558650,f2628Z558650	558650
492	scaffold492,1307878,r2463z523019k16a0.12m10_r706z226400k17a0.17m10_f2533Z558459	1307898
493	scaffold493,790469,f1734z104846k12a0.16m10_f2681Z558450k6a0.16m10_r903z127173	790489
494	scaffold494,558428,f594Z558428	558428
495	scaffold495,558319,f2421Z558319	558319
496	scaffold496,735211,r475z180710k17a0.11m10_f2525Z554501	735221
497	scaffold497,553451,f2425Z553451	553451
498	scaffold498,553026,f2427Z553026	553026
499	scaffold499,552972,f2424Z552972	552972
500	scaffold500,740165,f2747Z552699k20a0.3m10_r438z187466	740175
501	scaffold501,550108,f2428Z550108	550108
502	scaffold502,549962,f15Z549962	549962
503	scaffold503,769286,f2430Z549688k9a0.11m10_f261z219598	769296
504	scaffold504,549419,f2429Z549419	549419
505	scaffold505,548026,f2432Z548026	548026
506	scaffold506,547830,f2434Z547830	547830
507	scaffold507,546983,f2435Z546983	546983
508	scaffold508,546386,f2718Z546386	546386
509	scaffold509,546060,f2856Z546060	546060
510	scaffold510,545855,f2578Z545855	545855
511	scaffold511,545745,f2436Z545745	545745
512	scaffold512,544041,f2760Z544041	544041
513	scaffold513,789357,f142z245962k17a0.11m10_f2439Z543395	789367
514	scaffold514,543374,f2753Z543374	543374
515	scaffold515,543052,f2922Z543052	543052
516	scaffold516,542638,f2816Z542638	542638
517	scaffold517,542568,f38Z542568	542568
518	scaffold518,541326,f2441Z541326	541326
519	scaffold519,540582,f2443Z540582	540582
520	scaffold520,539776,f2444Z539776	539776
521	scaffold521,537617,f2446Z537617	537617
522	scaffold522,535956,f451Z535956	535956
523	scaffold523,837321,r2920z301618k16a0.12m10_f2555Z535703	837331
524	scaffold524,534641,f2586Z534641	534641
525	scaffold525,534039,f2450Z534039	534039
526	scaffold526,605512,f2702Z532794k24a0.04m10_r1560z72718	605522
527	scaffold527,532063,f2948Z532063	532063
528	scaffold528,531842,f2636Z531842	531842
529	scaffold529,531027,f440Z531027	531027
530	scaffold530,703707,f1231z173615k6a0.16m10_f2507Z530092	703717
531	scaffold531,599479,f2894Z529367k7a0.28m10_r1589z70112	599489
532	scaffold532,529303,f272Z529303	529303
533	scaffold533,686845,f2456Z529261k12a0.16m10_r638z157584	686855
534	scaffold534,528912,f2457Z528912	528912
535	scaffold535,528437,f2458Z528437	528437
536	scaffold536,1224933,f1692z169159k9a0.11m10_r17z277765k13a0.07m10_f2519Z527741k5a0.2m10_r739z250268	1224963
537	scaffold537,1006037,f701z149832k7a0.14m10_f2808Z526234k9a0.11m10_f474z329971	1006057
538	scaffold538,979004,r992z117397k11a0.18m10_f2543Z525512k17a0.11m10_f112z336095	979024
539	scaffold539,1226982,r2817z339145k12a0.16m10_f2462Z525062k19a0.10m10_r358z362775	1227002
540	scaffold540,523330,f2854Z523330	523330
541	scaffold541,734556,r298z211353k18a0.11m10_f418Z523203	734566
542	scaffold542,522988,f2465Z522988	522988
543	scaffold543,521710,f2485Z521710	521710
544	scaffold544,521666,f2467Z521666	521666
545	scaffold545,623267,f1245z101836k17a0.23m10_f2469Z521431	623277
546	scaffold546,520678,f2468Z520678	520678
547	scaffold547,519606,f2471Z519606	519606
548	scaffold548,519278,f2470Z519278	519278
549	scaffold549,518474,f208Z518474	518474
550	scaffold550,671384,f2472Z518288k5a0.2m10_f671z153096	671394
551	scaffold551,518284,f2473Z518284	518284
552	scaffold552,517334,f2713Z517334	517334
553	scaffold553,940764,r503z423586k17a0.11m10_f18Z517178	940774
554	scaffold554,516982,f2501Z516982	516982
555	scaffold555,516644,f253Z516644	516644
556	scaffold556,516210,f2883Z516210	516210
557	scaffold557,1039371,f2687z396938k14a0.14m10_f456Z515414k16a0.12m10_r1626z127019	1039391
558	scaffold558,515066,f2477Z515066	515066
559	scaffold559,514935,f6Z514935	514935
560	scaffold560,1085777,f169Z514172k9a0.22m10_r100z351721k24a0.08m10_f1298z219884	1085797
561	scaffold561,1415189,f2481Z513083k5a0.2m10_r838z404800k19a0.10m10_r2500z497306	1415209
562	scaffold562,686701,r512z174757k15a0.13m10_f2482Z511944	686711
563	scaffold563,592807,r1436z82878k12a0.08m10_f2483Z509929	592817
564	scaffold564,509698,f2484Z509698	509698
565	scaffold565,607650,f1851z47889k6a0.16m10_f2814Z506710k18a0.05m10_f1796z53051	607670
566	scaffold566,504557,f2488Z504557	504557
567	scaffold567,504124,f2657Z504124	504124
568	scaffold568,503810,f2623Z503810	503810
569	scaffold569,582783,r1481z79549k10a0.3m10_f315Z503234	582793
570	scaffold570,502932,f2985Z502932	502932
571	scaffold571,1184365,f2799z344176k7a0.14m10_f2913z337474k10a0.1m10_f2489Z502715	1184385
572	scaffold572,502271,f226Z502271	502271
573	scaffold573,501981,f2491Z501981	501981
574	scaffold574,501099,f2979Z501099	501099
575	scaffold575,677914,f493z176857k22a0.09m10_f2492Z501057	677924
576	scaffold576,499487,f2496Z499487	499487
577	scaffold577,757809,r1419z259123k12a0.16m10_f2698Z498686	757819
578	scaffold578,498536,f2768Z498536	498536
579	scaffold579,929732,f1113z114929k14a0.14m10_f2498Z498208k12a0.08m10_r2868z316595	929752
580	scaffold580,496160,f2888Z496160	496160
581	scaffold581,496113,f635Z496113	496113
582	scaffold582,998665,r749z247642k14a0.14m10_f762z255018k14a0.14m10_f2781Z496005	998685
583	scaffold583,494464,f2874Z494464	494464
584	scaffold584,698729,f554Z494058k8a0.25m10_r1500z204671	698739
585	scaffold585,493536,f2502Z493536	493536
586	scaffold586,493380,f764Z493380	493380
587	scaffold587,492840,f830Z492840	492840
588	scaffold588,970378,f2537Z492528k13a0.15m10_r2812z477850	970388
589	scaffold589,491177,f2506Z491177	491177
590	scaffold590,599739,f2505Z491101k6a0.16m10_f1874z108638	599749
591	scaffold591,489925,f2668Z489925	489925
592	scaffold592,486884,f2508Z486884	486884
593	scaffold593,589446,f2509Z486590k11a0.09m10_f1237z102856	589456
594	scaffold594,486039,f2683Z486039	486039
595	scaffold595,484118,f2626Z484118	484118
596	scaffold596,483641,f2514Z483641	483641
597	scaffold597,481035,f2522Z481035	481035
598	scaffold598,948767,r567z365757k9a0.11m10_f1241z102289k14a0.14m10_f147Z480721	948787
599	scaffold599,480675,f2520Z480675	480675
600	scaffold600,479019,f106Z479019	479019
601	scaffold601,478976,f2526Z478976	478976
602	scaffold602,478448,f2527Z478448	478448
603	scaffold603,982807,f1289z140088k5a0.2m10_f517Z477459k9a0.22m10_r2758z365260	982827
604	scaffold604,477451,f2603Z477451	477451
605	scaffold605,476494,f2528Z476494	476494
606	scaffold606,922629,f2648Z476318k9a0.11m10_r2583z446311	922639
607	scaffold607,694761,r271z218469k11a0.18m10_f2529Z476292	694771
608	scaffold608,474986,f2531Z474986	474986
609	scaffold609,474887,f437Z474887	474887
610	scaffold610,474746,f2532Z474746	474746
611	scaffold611,474347,f2638Z474347	474347
612	scaffold612,767579,f2699Z474325k10a0.2m10_f2941z293254	767589
613	scaffold613,645591,f528z172188k8a0.25m10_f14Z473403	645601
614	scaffold614,472676,f2534Z472676	472676
615	scaffold615,471903,f2538Z471903	471903
616	scaffold616,471739,f2536Z471739	471739
617	scaffold617,471612,f2535Z471612	471612
618	scaffold618,471218,f2810Z471218	471218
619	scaffold619,688577,f275z217536k7a0.28m10_f2539Z471041	688587
620	scaffold620,471013,f2752Z471013	471013
621	scaffold621,470435,f123Z470435	470435
622	scaffold622,470336,f2540Z470336	470336
623	scaffold623,470280,f2541Z470280	470280
624	scaffold624,558567,f1371z88840k14a0.14m10_f2730Z469727	558577
625	scaffold625,469592,f2878Z469592	469592
626	scaffold626,692305,r235z223154k12a0.16m10_f2544Z469151	692315
627	scaffold627,609988,f2546Z468877k9a0.22m10_r1593z141111	609998
628	scaffold628,880280,f399z194220k13a0.07m10_f2547Z468477k9a0.22m10_f967z119794k20a0.1m10_r1583z97789	880310
629	scaffold629,468417,f2548Z468417	468417
630	scaffold630,784761,r2869z316452k22a0.09m10_f2667Z468309	784771
631	scaffold631,542224,f1513z75400k11a0.18m10_f135Z466824	542234
632	scaffold632,603110,r818z136356k11a0.09m10_f176Z466754	603120
633	scaffold633,898515,r2857z317991k21a0.09m10_f1126z113852k24a0.08m10_f2801Z466672	898535
634	scaffold634,466453,f2550Z466453	466453
635	scaffold635,671756,r332z205603k17a0.05m10_f2551Z466153	671766
636	scaffold636,464327,f2775Z464327	464327
637	scaffold637,463881,f2556Z463881	463881
638	scaffold638,463097,f616Z463097	463097
639	scaffold639,461871,f2559Z461871	461871
640	scaffold640,461400,f2745Z461400	461400
641	scaffold641,660538,f2557Z461039k12a0.08m10_f365z199499	660548
642	scaffold642,458862,f54Z458862	458862
643	scaffold643,458496,f2770Z458496	458496
644	scaffold644,458421,f65Z458421	458421
645	scaffold645,458192,f39Z458192	458192
646	scaffold646,457805,f110Z457805	457805
647	scaffold647,457802,f2741Z457802	457802
648	scaffold648,457454,f44Z457454	457454
649	scaffold649,868898,f2910z412993k17a0.05m10_f536Z455905	868908
650	scaffold650,455839,f203Z455839	455839
651	scaffold651,638128,f49Z455775k23a0.17m10_r1300z182353	638138
652	scaffold652,453627,f2570Z453627	453627
653	scaffold653,757083,r2914z303554k17a0.05m10_f2824Z453529	757093
654	scaffold654,453436,f2881Z453436	453436
655	scaffold655,453401,f48Z453401	453401
656	scaffold656,453194,f2989Z453194	453194
657	scaffold657,453194,f2572Z453194	453194
658	scaffold658,452773,f2573Z452773	452773
659	scaffold659,452179,f360Z452179	452179
660	scaffold660,451723,f2575Z451723	451723
661	scaffold661,451629,f2715Z451629	451629
662	scaffold662,677252,r1503z150875k6a0.16m10_f444Z450696k17a0.11m10_r1520z75681	677272
663	scaffold663,713462,f979z263117k21a0.09m10_f311Z450345	713472
664	scaffold664,449466,f2579Z449466	449466
665	scaffold665,449346,f2682Z449346	449346
666	scaffold666,448720,f2580Z448720	448720
667	scaffold667,445554,f2584Z445554	445554
668	scaffold668,444955,f2588Z444955	444955
669	scaffold669,444176,f146Z444176	444176
670	scaffold670,689462,f2811Z443433k27a0.07m10_f463z246029	689472
671	scaffold671,443273,f405Z443273	443273
672	scaffold672,442853,f2593Z442853	442853
673	scaffold673,442845,f2592Z442845	442845
674	scaffold674,648817,r623z206029k28a0.10m10_f2645Z442788	648827
675	scaffold675,441926,f23Z441926	441926
676	scaffold676,440014,f2596Z440014	440014
677	scaffold677,703544,f515z264027k12a0.16m10_f2597Z439517	703554
678	scaffold678,439369,f2598Z439369	439369
679	scaffold679,438210,f2601Z438210	438210
680	scaffold680,437292,f2605Z437292	437292
681	scaffold681,437060,f2606Z437060	437060
682	scaffold682,436450,f2950Z436450	436450
683	scaffold683,436233,f2608Z436233	436233
684	scaffold684,436209,f2721Z436209	436209
685	scaffold685,436034,f2609Z436034	436034
686	scaffold686,435732,f2610Z435732	435732
687	scaffold687,434965,f2763Z434965	434965
688	scaffold688,433187,f270Z433187	433187
689	scaffold689,432734,f2615Z432734	432734
690	scaffold690,432710,f2614Z432710	432710
691	scaffold691,431747,f2982Z431747	431747
692	scaffold692,430666,f2828Z430666	430666
693	scaffold693,605829,f2618Z430327k13a0.07m10_f743z175502	605839
694	scaffold694,429684,f629Z429684	429684
695	scaffold695,504392,f2622Z429029k20a0.1m10_f1523z75363	504402
696	scaffold696,427525,f2624Z427525	427525
697	scaffold697,534369,f929Z426957k19a0.10m10_r1187z107412	534379
698	scaffold698,426944,f2625Z426944	426944
699	scaffold699,737197,f2693Z426263k25a0.08m10_f705z310934	737207
700	scaffold700,425125,f891Z425125	425125
701	scaffold701,690160,f62Z423448k8a0.25m10_r1110z266712	690170
702	scaffold702,492005,f1608z68603k11a0.18m10_f2631Z423402	492015
703	scaffold703,422602,f2632Z422602	422602
704	scaffold704,746162,f266Z421391k30a0.06m10_r2843z324771	746172
705	scaffold705,421173,f2633Z421173	421173
706	scaffold706,419296,f2634Z419296	419296
707	scaffold707,418901,f2639Z418901	418901
708	scaffold708,418525,f2642Z418525	418525
709	scaffold709,418160,f2771Z418160	418160
710	scaffold710,570102,r672z152996k24a0.08m10_f2646Z417106	570112
711	scaffold711,416153,f2651Z416153	416153
712	scaffold712,936108,f283z215176k14a0.14m10_f2653Z414871k9a0.11m10_r835z306061	936128
713	scaffold713,414486,f2860Z414486	414486
714	scaffold714,414432,f1137Z414432	414432
715	scaffold715,414231,f575Z414231	414231
716	scaffold716,731813,f1748z56442k11a0.18m10_f2655Z413358k23a0.08m10_f791z262013	731833
717	scaffold717,521632,r1175z108543k14a0.14m10_f2656Z413089	521642
718	scaffold718,412742,f80Z412742	412742
719	scaffold719,740580,r1264z195011k7a0.28m10_r832z134876k6a0.16m10_f11Z410693	740600
720	scaffold720,410001,f2659Z410001	410001
721	scaffold721,409924,f2907Z409924	409924
722	scaffold722,409829,f2660Z409829	409829
723	scaffold723,409671,f2661Z409671	409671
724	scaffold724,409626,f70Z409626	409626
725	scaffold725,409121,f2663Z409121	409121
726	scaffold726,719600,r2885z310699k12a0.16m10_f2821Z408901	719610
727	scaffold727,408874,f2742Z408874	408874
728	scaffold728,408442,f2786Z408442	408442
729	scaffold729,407510,f2666Z407510	407510
730	scaffold730,405708,f2669Z405708	405708
731	scaffold731,493011,f2911Z405085k12a0.16m10_r1382z87926	493021
732	scaffold732,574196,r1170z169373k20a0.1m10_f2671Z404823	574206
733	scaffold733,403912,f841Z403912	403912
734	scaffold734,403361,f2672Z403361	403361
735	scaffold735,476000,f2674Z402927k10a0.1m10_f1557z73073	476010
736	scaffold736,402620,f201Z402620	402620
737	scaffold737,401160,f2676Z401160	401160
738	scaffold738,556442,f2677Z400905k16a0.25m10_r910z155537	556452
739	scaffold739,400614,f2679Z400614	400614
740	scaffold740,399803,f81Z399803	399803
741	scaffold741,398412,f2684Z398412	398412
742	scaffold742,452709,f2685Z398069k16a0.12m10_f1776z54640	452719
743	scaffold743,724400,r2842z327406k11a0.09m10_f2800Z396994	724410
744	scaffold744,396803,f2688Z396803	396803
745	scaffold745,396358,f2689Z396358	396358
746	scaffold746,396202,f325Z396202	396202
747	scaffold747,395966,f2690Z395966	395966
748	scaffold748,459433,f2792Z394645k23a0.08m10_r1645z64788	459443
749	scaffold749,394443,f2694Z394443	394443
750	scaffold750,394319,f2697Z394319	394319
751	scaffold751,394210,f730Z394210	394210
752	scaffold752,394184,f177Z394184	394184
753	scaffold753,393952,f2695Z393952	393952
754	scaffold754,392251,f2701Z392251	392251
755	scaffold755,579476,f265Z392049k31a0.06m10_f998z187427	579486
756	scaffold756,579148,r435z187992k7a0.14m10_f2705Z391156	579158
757	scaffold757,391152,f937Z391152	391152
758	scaffold758,390749,f411Z390749	390749
759	scaffold759,485328,f728Z390381k16a0.12m10_r1306z94947	485338
760	scaffold760,390363,f2823Z390363	390363
761	scaffold761,390176,f2974Z390176	390176
762	scaffold762,389839,f2707Z389839	389839
763	scaffold763,389138,f2887Z389138	389138
764	scaffold764,388052,f2712Z388052	388052
765	scaffold765,386709,f2882Z386709	386709
766	scaffold766,386093,f2754Z386093	386093
767	scaffold767,386064,f2716Z386064	386064
768	scaffold768,385713,f2717Z385713	385713
769	scaffold769,385559,f2719Z385559	385559
770	scaffold770,384932,f2861Z384932	384932
771	scaffold771,384804,f2720Z384804	384804
772	scaffold772,384294,f2722Z384294	384294
773	scaffold773,383302,f313Z383302	383302
774	scaffold774,445920,f1255Z382936k9a0.22m10_r1667z62984	445930
775	scaffold775,456758,r1541z73833k7a0.28m10_f2723Z382925	456768
776	scaffold776,552263,f2903Z382044k14a0.14m10_f544z170219	552273
777	scaffold777,381586,f24Z381586	381586
778	scaffold778,507862,f277Z381451k8a0.25m10_r909z126411	507872
779	scaffold779,380027,f483Z380027	380027
780	scaffold780,378494,f580Z378494	378494
781	scaffold781,465169,f27Z378474k6a0.16m10_r1393z86695	465179
782	scaffold782,378287,f2727Z378287	378287
783	scaffold783,879066,r148z371538k12a0.16m10_r1536z129339k10a0.2m10_f369Z378189	879086
784	scaffold784,605062,f219z226877k17a0.11m10_f2728Z378185	605072
785	scaffold785,375990,f2731Z375990	375990
786	scaffold786,375884,f2733Z375884	375884
787	scaffold787,375588,f2735Z375588	375588
788	scaffold788,375232,f2732Z375232	375232
789	scaffold789,374626,f2737Z374626	374626
790	scaffold790,374439,f421Z374439	374439
791	scaffold791,374431,f2738Z374431	374431
792	scaffold792,628060,r461z253875k20a0.1m10_f2740Z374185	628070
793	scaffold793,730958,f16Z373399k9a0.22m10_f2891z357559	730968
794	scaffold794,373034,f2744Z373034	373034
795	scaffold795,527373,f477Z372883k19a0.10m10_r659z154490	527383
796	scaffold796,372550,f2746Z372550	372550
797	scaffold797,372148,f487Z372148	372148
798	scaffold798,501645,f2875Z372123k17a0.05m10_f875z129522	501655
799	scaffold799,371842,f290Z371842	371842
800	scaffold800,370817,f364Z370817	370817
801	scaffold801,370377,f2895Z370377	370377
802	scaffold802,665440,f361z200653k7a0.14m10_f2749Z369606k16a0.06m10_r1305z95181	665460
803	scaffold803,607323,f2751Z369229k11a0.18m10_f631z238094	607333
804	scaffold804,368334,f2750Z368334	368334
805	scaffold805,1033721,r74z340513k19a0.05m10_f661z154430k8a0.25m10_f535z171474k12a0.16m10_f220Z367304	1033751
806	scaffold806,366917,f385Z366917	366917
807	scaffold807,366530,f170Z366530	366530
808	scaffold808,366226,f2755Z366226	366226
809	scaffold809,366027,f2906Z366027	366027
810	scaffold810,365368,f56Z365368	365368
811	scaffold811,509117,f748z144010k13a0.07m10_f402Z365107	509127
812	scaffold812,365021,f2759Z365021	365021
813	scaffold813,363873,f35Z363873	363873
814	scaffold814,363743,f753Z363743	363743
815	scaffold815,604935,r625z241286k7a0.14m10_f478Z363649	604945
816	scaffold816,363055,f2764Z363055	363055
817	scaffold817,518272,f825Z362249k7a0.28m10_f781z156023	518282
818	scaffold818,362135,f2766Z362135	362135
819	scaffold819,361883,f761Z361883	361883
820	scaffold820,898078,f637Z361131k31a0.06m10_f12z278352k10a0.2m10_r239z258595	898098
821	scaffold821,360360,f754Z360360	360360
822	scaffold822,360186,f158Z360186	360186
823	scaffold823,358948,f2776Z358948	358948
824	scaffold824,697483,f88Z358753k14a0.07m10_f842z134242k23a0.08m10_f339z204488	697503
825	scaffold825,358640,f2778Z358640	358640
826	scaffold826,358289,f268Z358289	358289
827	scaffold827,356478,f2949Z356478	356478
828	scaffold828,355116,f117Z355116	355116
829	scaffold829,411332,f1224Z355002k12a0.16m10_r1752z56330	411342
830	scaffold830,354661,f368Z354661	354661
831	scaffold831,354530,f353Z354530	354530
832	scaffold832,354014,f2782Z354014	354014
833	scaffold833,353986,f2971Z353986	353986
834	scaffold834,353516,f154Z353516	353516
835	scaffold835,353118,f2783Z353118	353118
836	scaffold836,352827,f618Z352827	352827
837	scaffold837,352163,f1124Z352163	352163
838	scaffold838,352075,f2853Z352075	352075
839	scaffold839,351860,f225Z351860	351860
840	scaffold840,351574,f1123Z351574	351574
841	scaffold841,351512,f2785Z351512	351512
842	scaffold842,397539,f2787Z351402k9a0.11m10_f1870z46137	397549
843	scaffold843,658004,f2789Z350904k10a0.2m10_f423z307100	658014
844	scaffold844,350553,f189Z350553	350553
845	scaffold845,673950,f1947z39867k7a0.14m10_r111z283552k7a0.14m10_f2859Z350531	673970
846	scaffold846,350440,f2790Z350440	350440
847	scaffold847,660553,r2884z310815k23a0.08m10_f395Z349738	660563
848	scaffold848,412471,f2973Z349657k9a0.11m10_f2031z62814	412481
849	scaffold849,349043,f284Z349043	349043
850	scaffold850,403236,r1753z56256k7a0.28m10_f1158Z346980	403246
851	scaffold851,346100,f2794Z346100	346100
852	scaffold852,345562,f972Z345562	345562
853	scaffold853,344356,f2796Z344356	344356
854	scaffold854,344253,f2797Z344253	344253
855	scaffold855,343699,f2802Z343699	343699
856	scaffold856,343408,f32Z343408	343408
857	scaffold857,343365,f2803Z343365	343365
858	scaffold858,655439,f519Z343238k7a0.28m10_r1103z116090k11a0.18m10_r674z196111	655459
859	scaffold859,341754,f2806Z341754	341754
860	scaffold860,341602,f628Z341602	341602
861	scaffold861,341485,f871Z341485	341485
862	scaffold862,341441,f162Z341441	341441
863	scaffold863,541183,f2809Z340907k13a0.07m10_r363z200276	541193
864	scaffold864,340897,f504Z340897	340897
865	scaffold865,730111,r2916z303140k9a0.22m10_r1402z86200k8a0.12m10_f328Z340771	730131
866	scaffold866,340451,f2813Z340451	340451
867	scaffold867,504003,f562Z340204k15a0.06m10_f962z163799	504013
868	scaffold868,666204,f1111Z338384k13a0.07m10_f889z327820	666214
869	scaffold869,468417,f1496z130060k9a0.11m10_f2818Z338357	468427
870	scaffold870,761925,f1439z82373k18a0.11m10_f2819Z338197k45a0.04m10_f309z209301k10a0.1m10_f858z132054	761955
871	scaffold871,627558,f78Z338162k17a0.11m10_r2959z289396	627568
872	scaffold872,374327,r1988z36675k6a0.16m10_f2820Z337652	374337
873	scaffold873,463736,f2912Z337048k8a0.12m10_f906z126688	463746
874	scaffold874,336827,f155Z336827	336827
875	scaffold875,336627,f2822Z336627	336627
876	scaffold876,336605,f47Z336605	336605
877	scaffold877,335584,f646Z335584	335584
878	scaffold878,335087,f2899Z335087	335087
879	scaffold879,334946,f233Z334946	334946
880	scaffold880,334273,f2825Z334273	334273
881	scaffold881,333568,f2826Z333568	333568
882	scaffold882,565748,f1337Z333327k20a0.1m10_f357z232421	565758
883	scaffold883,332880,f192Z332880	332880
884	scaffold884,332605,f2830Z332605	332605
885	scaffold885,332494,f2905Z332494	332494
886	scaffold886,554653,f2831Z332071k10a0.2m10_r243z222582	554663
887	scaffold887,331478,f2832Z331478	331478
888	scaffold888,331218,f2834Z331218	331218
889	scaffold889,330889,f2833Z330889	330889
890	scaffold890,330686,f231Z330686	330686
891	scaffold891,328749,f563Z328749	328749
892	scaffold892,328677,f419Z328677	328677
893	scaffold893,444114,f2836Z328032k8a0.12m10_f1332z116082	444124
894	scaffold894,327896,f2837Z327896	327896
895	scaffold895,327747,f152Z327747	327747
896	scaffold896,327696,f2839Z327696	327696
897	scaffold897,327623,f2838Z327623	327623
898	scaffold898,327569,f2840Z327569	327569
899	scaffold899,326396,f97Z326396	326396
900	scaffold900,399775,r1537z74394k24a0.08m10_f342Z325381	399785
901	scaffold901,324731,f624Z324731	324731
902	scaffold902,324162,f994Z324162	324162
903	scaffold903,324118,f251Z324118	324118
904	scaffold904,415461,f2845Z324049k20a0.1m10_f1695z91412	415471
905	scaffold905,323913,f2844Z323913	323913
906	scaffold906,531646,r924z207852k21a0.09m10_f2847Z323794	531656
907	scaffold907,322915,f868Z322915	322915
908	scaffold908,322806,f808Z322806	322806
909	scaffold909,322644,f2849Z322644	322644
910	scaffold910,322480,f780Z322480	322480
911	scaffold911,322465,f2850Z322465	322465
912	scaffold912,486627,f583z164602k6a0.16m10_f2852Z322025	486637
913	scaffold913,775967,r954z121459k8a0.25m10_f971z119625k9a0.22m10_f2969Z321954k12a0.16m10_f291z212929	775997
914	scaffold914,321291,f2855Z321291	321291
915	scaffold915,320860,f585Z320860	320860
916	scaffold916,319478,f2858Z319478	319478
917	scaffold917,319354,f752Z319354	319354
918	scaffold918,318945,f1118Z318945	318945
919	scaffold919,318696,f33Z318696	318696
920	scaffold920,317961,f2862Z317961	317961
921	scaffold921,317662,f2863Z317662	317662
922	scaffold922,317626,f471Z317626	317626
923	scaffold923,317484,f2864Z317484	317484
924	scaffold924,317202,f90Z317202	317202
925	scaffold925,670722,r1773z54808k6a0.16m10_f1505z77220k12a0.16m10_f2865Z316930k7a0.28m10_r247z221764	670752
926	scaffold926,316438,f184Z316438	316438
927	scaffold927,315505,f156Z315505	315505
928	scaffold928,315442,f2961Z315442	315442
929	scaffold929,505518,f8Z315407k14a0.07m10_f921z190111	505528
930	scaffold930,314541,f573Z314541	314541
931	scaffold931,313896,f2872Z313896	313896
932	scaffold932,313525,f2873Z313525	313525
933	scaffold933,313079,f2877Z313079	313079
934	scaffold934,311946,f2880Z311946	311946
935	scaffold935,311535,f412Z311535	311535
936	scaffold936,310836,f622Z310836	310836
937	scaffold937,444779,f1428z134131k10a0.2m10_f2886Z310648	444789
938	scaffold938,310142,f2968Z310142	310142
939	scaffold939,308679,f639Z308679	308679
940	scaffold940,619183,f1203z214397k9a0.22m10_f2889Z308452k13a0.15m10_f1294z96334	619203
941	scaffold941,308271,f2890Z308271	308271
942	scaffold942,308242,f2892Z308242	308242
943	scaffold943,308122,f2893Z308122	308122
944	scaffold944,307694,f884Z307694	307694
945	scaffold945,307631,f2896Z307631	307631
946	scaffold946,307543,f960Z307543	307543
947	scaffold947,306709,f128Z306709	306709
948	scaffold948,305836,f150Z305836	305836
949	scaffold949,305831,f2902Z305831	305831
950	scaffold950,305147,f2904Z305147	305147
951	scaffold951,305127,f403Z305127	305127
952	scaffold952,305053,f2908Z305053	305053
953	scaffold953,304370,f537Z304370	304370
954	scaffold954,304040,f789Z304040	304040
955	scaffold955,303663,f655Z303663	303663
956	scaffold956,302774,f41Z302774	302774
957	scaffold957,302136,f390Z302136	302136
958	scaffold958,393227,f595Z302094k7a0.14m10_f1352z91133	393237
959	scaffold959,302025,f2919Z302025	302025
960	scaffold960,488236,f244Z301326k8a0.25m10_r1225z104441k7a0.14m10_r1438z82469	488256
961	scaffold961,425324,f2921Z300973k11a0.18m10_r930z124351	425334
962	scaffold962,300796,f293Z300796	300796
963	scaffold963,300541,f496Z300541	300541
964	scaffold964,300326,f19Z300326	300326
965	scaffold965,299593,f96Z299593	299593
966	scaffold966,299588,f249Z299588	299588
967	scaffold967,299526,f2924Z299526	299526
968	scaffold968,299317,f206Z299317	299317
969	scaffold969,299240,f2925Z299240	299240
970	scaffold970,299199,f186Z299199	299199
971	scaffold971,299000,f2926Z299000	299000
972	scaffold972,298813,f2927Z298813	298813
973	scaffold973,298787,f161Z298787	298787
974	scaffold974,298579,f2928Z298579	298579
975	scaffold975,298440,f133Z298440	298440
976	scaffold976,368953,f723Z298223k9a0.11m10_f1581z70730	368963
977	scaffold977,602368,f2930Z298207k15a0.13m10_r1742z56939k7a0.28m10_f136z247222	602388
978	scaffold978,356425,f1720z58806k7a0.14m10_f2931Z297619	356435
979	scaffold979,296681,f542Z296681	296681
980	scaffold980,455845,r619z159400k16a0.12m10_f93Z296445	455855
981	scaffold981,537481,r666z241217k8a0.25m10_f2933Z296264	537491
982	scaffold982,295976,f2935Z295976	295976
