xMapId	refQry	refId	leftRefBkpt	rightRefBkpt	alignmentOrientation	ref_leftBkpt_toCut	ref_rightBkpt_toCut	ref_toDiscard	refQry	qryId	leftQryBkpt	rightQryBkpt	alignmentOrientation	qry_leftBkpt_toCut	qry_rightBkpt_toCut	qry_toDiscard
739	ref	523	60260	-1	+	cut	okay	okay	qry	591	267945	-1	+	okay	okay	okay
833	ref	620	-1	170850	+	okay	cut	okay	qry	16	-1	510493	+	okay	okay	okay
1195	ref	1472	28358	-1	+	okay	okay	okay	qry	1222	67300	-1	+	okay	okay	okay
1185	ref	1439	46380	97035	+	cut	cut	okay	qry	36	84849	135067	+	okay	okay	okay
366	ref	203	322611	474411	+	cut	cut	okay	qry	1170	57006	207340	+	okay	okay	okay
419	ref	248	-1	161852	-	okay	cut	okay	qry	289	-1	309457	-	okay	okay	okay
167	ref	91	840673	1106765	-	cut	cut	okay	qry	596	655200	386324	-	okay	okay	okay
33	ref	14	-1	528990	-	okay	cut	okay	qry	705	-1	250715	-	okay	okay	okay
861	ref	653	459266	647554	-	cut	cut	okay	qry	161	327802	141923	-	okay	okay	okay
248	ref	131	-1	1159682	-	okay	cut	okay	qry	460	-1	345449	-	okay	okay	okay
661	ref	432	468984	535543	-	okay	okay	okay	qry	168	201837	134819	-	okay	okay	okay
1009	ref	890	83689	223136	+	cut	cut	okay	qry	145	275918	414855	+	okay	okay	okay
392	ref	225	163940	-1	-	cut	okay	okay	qry	2631	183275	-1	-	okay	okay	okay
918	ref	731	132695	-1	-	cut	okay	okay	qry	2490	182740	-1	-	okay	okay	okay
111	ref	59	1101051	-1	+	cut	okay	okay	qry	2129	81615	-1	+	okay	okay	okay
727	ref	510	-1	394017	+	okay	cut	okay	qry	43	-1	624408	+	okay	okay	okay
716	ref	500	363007	-1	-	cut	okay	okay	qry	1007	323913	-1	-	okay	okay	okay
837	ref	628	93796	-1	-	cut	okay	okay	qry	235	139995	-1	-	okay	okay	okay
221	ref	121	1222102	-1	-	cut	okay	okay	qry	3298	62831	-1	-	okay	okay	okay
212	ref	116	-1	559429	+	okay	cut	okay	qry	41	-1	131659	+	okay	okay	okay
1225	ref	1649	74721	-1	-	cut	okay	okay	qry	1611	194544	-1	-	okay	okay	okay
674	ref	450	-1	112563	-	okay	okay	okay	qry	1156	-1	49717	-	okay	cut	okay
285	ref	152	351490	631324	-	cut	cut	okay	qry	142	393770	116460	-	okay	okay	okay
259	ref	137	60679	-1	-	cut	okay	okay	qry	45	168390	-1	-	okay	okay	okay
703	ref	490	-1	850314	+	okay	cut	okay	qry	1908	-1	137643	+	okay	okay	okay
712	ref	498	-1	78846	-	okay	cut	okay	qry	1881	-1	101528	-	okay	okay	okay
440	ref	259	-1	141021	+	okay	cut	okay	qry	902	-1	117899	+	okay	okay	okay
944	ref	776	115319	-1	+	cut	okay	okay	qry	449	166881	-1	+	okay	okay	okay
956	ref	793	-1	126508	-	okay	okay	okay	qry	1030	-1	61153	-	okay	cut	okay
1134	ref	1196	129596	-1	-	cut	okay	okay	qry	1385	84554	-1	-	okay	okay	okay
62	ref	30	2479484	2672462	+	cut	cut	okay	qry	1290	71475	266941	+	okay	okay	okay
1186	ref	1439	128668	-1	-	cut	okay	okay	qry	962	84711	-1	-	okay	okay	okay
307	ref	166	459462	-1	+	cut	okay	okay	qry	98	56510	-1	+	okay	okay	okay
805	ref	589	234912	-1	+	okay	okay	okay	qry	617	102316	-1	+	okay	okay	okay
890	ref	697	120653	-1	-	cut	okay	okay	qry	3503	100119	-1	-	okay	okay	okay
677	ref	452	242282	427897	-	cut	cut	okay	qry	568	326460	141510	-	okay	okay	okay
1003	ref	882	110630	-1	-	cut	okay	okay	qry	548	99800	-1	-	okay	okay	okay
604	ref	388	-1	394805	+	okay	cut	okay	qry	455	-1	134209	+	okay	okay	okay
345	ref	190	-1	636838	+	okay	cut	okay	qry	1739	-1	139849	+	okay	okay	okay
980	ref	830	212408	-1	+	cut	okay	okay	qry	32	94543	-1	+	okay	okay	okay
426	ref	251	-1	146658	+	okay	cut	okay	qry	44	-1	121785	+	okay	okay	okay
566	ref	357	25895	-1	+	okay	okay	okay	qry	961	83661	-1	+	okay	okay	okay
630	ref	410	-1	454629	-	okay	okay	okay	qry	2279	-1	37190	-	okay	cut	okay
598	ref	386	645920	-1	-	cut	okay	okay	qry	3622	85613	-1	-	okay	okay	okay
1162	ref	1309	-1	185717	-	okay	cut	okay	qry	1841	-1	127133	-	okay	okay	okay
382	ref	214	590870	738713	+	cut	cut	okay	qry	1027	96807	245423	+	okay	okay	okay
1076	ref	1044	-1	231922	-	okay	cut	okay	qry	113	-1	264090	-	okay	okay	okay
145	ref	79	788056	-1	-	cut	okay	okay	qry	1138	118754	-1	-	okay	okay	okay
501	ref	300	-1	260720	+	okay	cut	okay	qry	1795	-1	171814	+	okay	okay	okay
1027	ref	925	-1	182211	-	okay	cut	okay	qry	1642	-1	79093	-	okay	okay	okay
891	ref	699	-1	500804	+	okay	cut	okay	qry	684	-1	152437	+	okay	okay	okay
450	ref	270	172759	266890	-	okay	cut	okay	qry	2304	190849	97485	-	cut	okay	okay
660	ref	432	381227	-1	-	cut	okay	okay	qry	320	371530	-1	-	okay	okay	okay
745	ref	530	344078	-1	-	cut	okay	okay	qry	381	175093	-1	-	okay	okay	okay
1221	ref	1644	-1	72574	+	okay	cut	okay	qry	1240	-1	96429	+	okay	okay	okay
305	ref	165	-1	1220927	+	okay	cut	okay	qry	2532	-1	119054	+	okay	okay	okay
608	ref	392	-1	384269	-	okay	cut	okay	qry	3736	-1	92267	-	okay	okay	okay
309	ref	167	546367	-1	+	cut	okay	okay	qry	843	147979	-1	+	okay	okay	okay
1055	ref	988	54987	-1	-	cut	okay	okay	qry	1807	66725	-1	-	okay	okay	okay
962	ref	803	-1	447332	-	okay	cut	okay	qry	123	-1	63761	-	okay	okay	okay
225	ref	122	70926	226907	+	okay	cut	okay	qry	184	83077	242363	+	okay	okay	okay
932	ref	750	-1	186876	-	okay	cut	okay	qry	337	-1	215029	-	okay	okay	okay
576	ref	366	-1	997260	+	okay	cut	okay	qry	204	-1	81241	+	okay	okay	okay
271	ref	141	720543	-1	+	cut	okay	okay	qry	854	96679	-1	+	okay	okay	okay
303	ref	165	508642	-1	-	cut	okay	okay	qry	202	108209	-1	-	okay	okay	okay
925	ref	742	30235	-1	-	cut	okay	okay	qry	439	413269	-1	-	okay	okay	okay
332	ref	184	1252013	-1	+	cut	okay	okay	qry	21	331954	-1	+	okay	okay	okay
969	ref	812	-1	278888	-	okay	cut	okay	qry	1487	-1	123754	-	okay	okay	okay
623	ref	405	-1	239147	-	okay	cut	okay	qry	68	-1	861629	-	okay	okay	okay
765	ref	550	594845	-1	-	cut	okay	okay	qry	1911	137256	-1	-	okay	okay	okay
776	ref	562	397643	-1	-	cut	okay	okay	qry	198	127242	-1	-	okay	okay	okay
571	ref	360	-1	418528	-	okay	cut	okay	qry	6	-1	208122	-	okay	okay	okay
306	ref	165	1236002	-1	-	okay	okay	okay	qry	1091	158979	-1	-	cut	okay	okay
521	ref	314	574875	-1	-	cut	okay	okay	qry	417	317088	-1	-	okay	okay	okay
909	ref	713	173219	-1	+	cut	okay	okay	qry	379	80488	-1	+	okay	okay	okay
554	ref	346	161916	-1	-	okay	okay	okay	qry	889	180089	-1	-	cut	okay	okay
10	ref	4	930185	-1	-	cut	okay	okay	qry	398	217095	-1	-	okay	okay	okay
132	ref	69	753894	-1	-	cut	okay	okay	qry	249	204818	-1	-	okay	okay	okay
775	ref	562	-1	412986	-	okay	cut	okay	qry	299	-1	82485	-	okay	okay	okay
1083	ref	1057	139605	-1	-	cut	okay	okay	qry	34	130372	-1	-	okay	okay	okay
707	ref	492	755504	-1	-	cut	okay	okay	qry	2479	86239	-1	-	okay	okay	okay
1054	ref	984	-1	127527	+	okay	cut	okay	qry	177	-1	568721	+	okay	okay	okay
240	ref	129	-1	1907487	+	okay	cut	okay	qry	37	-1	119906	+	okay	okay	okay
545	ref	331	196802	518311	+	cut	cut	okay	qry	140	172373	490614	+	okay	okay	okay
1105	ref	1114	104324	-1	-	cut	okay	okay	qry	3440	141454	-1	-	okay	okay	okay
1116	ref	1141	-1	56681	+	okay	cut	okay	qry	114	-1	308482	+	okay	okay	okay
482	ref	290	625317	785943	+	okay	cut	okay	qry	305	30580	190826	+	cut	okay	okay
77	ref	37	1099155	-1	-	cut	okay	okay	qry	1842	79420	-1	-	okay	okay	okay
931	ref	749	200167	355781	+	cut	okay	okay	qry	31	211861	367859	+	okay	cut	okay
230	ref	126	-1	466128	-	okay	cut	okay	qry	1897	-1	112015	-	okay	okay	okay
164	ref	89	2205946	2307470	-	cut	cut	okay	qry	590	217718	117089	-	okay	okay	okay
36	ref	14	2205135	-1	+	cut	okay	okay	qry	391	93294	-1	+	okay	okay	okay
836	ref	627	269998	418764	-	cut	cut	okay	qry	165	469568	319745	-	okay	okay	okay
104	ref	56	-1	412691	-	okay	cut	okay	qry	380	-1	119242	-	okay	okay	okay
228	ref	126	-1	154855	+	okay	cut	okay	qry	118	-1	622878	+	okay	okay	okay
518	ref	310	804420	-1	-	cut	okay	okay	qry	878	88109	-1	-	okay	okay	okay
246	ref	131	-1	830890	+	okay	cut	okay	qry	54	-1	84604	+	okay	okay	okay
226	ref	124	142283	-1	-	cut	okay	okay	qry	4553	118929	-1	-	okay	okay	okay
130	ref	69	73514	-1	-	cut	okay	okay	qry	58	153739	-1	-	okay	okay	okay
526	ref	318	-1	799582	-	okay	cut	okay	qry	1052	-1	130734	-	okay	okay	okay
158	ref	87	-1	386364	+	okay	cut	okay	qry	189	-1	335158	+	okay	okay	okay
7	ref	2	-1	5962061	+	okay	cut	okay	qry	244	-1	131821	+	okay	okay	okay
295	ref	158	1584761	-1	-	cut	okay	okay	qry	1714	132510	-1	-	okay	okay	okay
650	ref	425	-1	725396	-	okay	cut	okay	qry	659	-1	117352	-	okay	okay	okay
72	ref	35	954295	1095468	-	cut	cut	okay	qry	347	317008	176585	-	okay	okay	okay
847	ref	633	-1	238081	-	okay	okay	okay	qry	118	-1	247807	-	okay	okay	okay
371	ref	204	-1	702473	-	okay	cut	okay	qry	1340	-1	109236	-	okay	okay	okay
795	ref	582	369878	443099	+	cut	okay	okay	qry	2330	107984	180526	+	okay	cut	okay
213	ref	118	200306	-1	+	cut	okay	okay	qry	164	303448	-1	+	okay	okay	okay
1114	ref	1136	111309	-1	-	cut	okay	okay	qry	351	181234	-1	-	okay	okay	okay
988	ref	845	-1	146258	+	okay	okay	okay	qry	3149	-1	130124	+	okay	cut	okay
257	ref	136	470186	-1	+	cut	okay	okay	qry	977	90255	-1	+	okay	okay	okay
1039	ref	947	-1	220822	+	okay	cut	okay	qry	3203	-1	189696	+	okay	okay	okay
179	ref	98	599375	-1	+	okay	okay	okay	qry	1874	97270	-1	+	cut	okay	okay
494	ref	298	85275	-1	-	cut	okay	okay	qry	246	202260	-1	-	okay	okay	okay
23	ref	8	1336577	-1	-	cut	okay	okay	qry	689	188953	-1	-	okay	okay	okay
115	ref	61	-1	478318	-	okay	cut	okay	qry	1819	-1	70181	-	okay	okay	okay
985	ref	840	-1	93870	+	okay	cut	okay	qry	401	-1	142740	+	okay	okay	okay
509	ref	305	1405443	-1	-	cut	okay	okay	qry	543	100718	-1	-	okay	okay	okay
346	ref	190	646827	-1	-	cut	okay	okay	qry	1316	98137	-1	-	okay	okay	okay
150	ref	85	-1	134246	+	okay	cut	okay	qry	201	-1	234065	+	okay	okay	okay
1126	ref	1161	157548	-1	+	cut	okay	okay	qry	84	252943	-1	+	okay	okay	okay
121	ref	65	-1	842561	-	okay	cut	okay	qry	51	-1	67649	-	okay	okay	okay
786	ref	577	294021	-1	-	cut	okay	okay	qry	164	296123	-1	-	okay	okay	okay
886	ref	693	142461	-1	+	okay	okay	okay	qry	1217	56727	-1	+	cut	okay	okay
1071	ref	1035	155133	-1	-	cut	okay	okay	qry	1175	73914	-1	-	okay	okay	okay
638	ref	418	196242	-1	+	cut	okay	okay	qry	1422	80317	-1	+	okay	okay	okay
236	ref	129	-1	740811	-	okay	cut	okay	qry	691	-1	98924	-	okay	okay	okay
425	ref	250	716040	-1	+	cut	okay	okay	qry	3666	108286	-1	+	okay	okay	okay
160	ref	88	134773	-1	+	cut	okay	okay	qry	134	275209	-1	+	okay	okay	okay
183	ref	99	102382	-1	+	cut	okay	okay	qry	365	625130	-1	+	okay	okay	okay
231	ref	126	-1	486942	+	okay	cut	okay	qry	524	-1	208134	+	okay	okay	okay
1010	ref	894	108485	-1	+	cut	okay	okay	qry	191	109746	-1	+	okay	okay	okay
403	ref	231	1080341	-1	-	cut	okay	okay	qry	912	190451	-1	-	okay	okay	okay
901	ref	708	225726	-1	+	cut	okay	okay	qry	169	114619	-1	+	okay	okay	okay
997	ref	864	-1	157701	+	okay	cut	okay	qry	1599	-1	74228	+	okay	okay	okay
613	ref	395	249396	375973	-	cut	cut	okay	qry	465	310715	166763	-	okay	okay	okay
651	ref	425	501974	761947	-	okay	okay	okay	qry	203	326716	59775	-	cut	cut	okay
533	ref	321	396154	-1	-	cut	okay	okay	qry	1069	71061	-1	-	okay	okay	okay
122	ref	66	123219	-1	-	cut	okay	okay	qry	124	345749	-1	-	okay	okay	okay
967	ref	811	261865	402249	+	cut	cut	okay	qry	74	328910	468248	+	okay	okay	okay
531	ref	320	-1	402710	+	okay	cut	okay	qry	549	-1	188549	+	okay	okay	okay
743	ref	529	170661	316190	-	cut	okay	okay	qry	1356	221307	76806	-	okay	okay	okay
668	ref	438	-1	128637	-	okay	okay	okay	qry	3679	-1	37238	-	okay	cut	okay
98	ref	54	-1	1182692	-	okay	cut	okay	qry	656	-1	181951	-	okay	okay	okay
143	ref	78	1038416	1228934	-	cut	cut	okay	qry	44	720645	530458	-	okay	okay	okay
640	ref	419	-1	333421	-	okay	cut	okay	qry	671	-1	236546	-	okay	okay	okay
286	ref	154	-1	852260	+	okay	cut	okay	qry	3227	-1	172516	+	okay	okay	okay
624	ref	405	271190	-1	+	cut	okay	okay	qry	14	106434	-1	+	okay	okay	okay
119	ref	64	242578	-1	-	okay	okay	okay	qry	1501	175115	-1	-	okay	okay	okay
377	ref	210	-1	138010	+	okay	cut	okay	qry	2637	-1	197314	+	okay	okay	okay
374	ref	206	1859935	1958369	-	cut	cut	okay	qry	560	231974	134023	-	okay	okay	okay
672	ref	441	444196	-1	-	cut	okay	okay	qry	142	534698	-1	-	okay	okay	okay
197	ref	103	-1	1204579	+	okay	cut	okay	qry	1274	-1	125618	+	okay	okay	okay
192	ref	102	1130328	-1	-	cut	okay	okay	qry	68	528427	-1	-	okay	okay	okay
1102	ref	1107	80693	-1	+	cut	okay	okay	qry	2731	59964	-1	+	okay	okay	okay
413	ref	241	944709	-1	-	cut	okay	okay	qry	185	102846	-1	-	okay	okay	okay
454	ref	271	589144	709040	+	okay	cut	okay	qry	353	59576	178448	+	cut	okay	okay
679	ref	457	-1	462915	-	okay	cut	okay	qry	600	-1	64656	-	okay	okay	okay
169	ref	92	-1	554910	-	okay	cut	okay	qry	482	-1	145453	-	okay	okay	okay
987	ref	843	-1	398121	+	okay	cut	okay	qry	1647	-1	181570	+	okay	okay	okay
1059	ref	1013	92636	-1	-	cut	okay	okay	qry	3018	118152	-1	-	okay	okay	okay
1031	ref	932	-1	215265	-	okay	cut	okay	qry	480	-1	263740	-	okay	okay	okay
418	ref	247	-1	189571	-	okay	cut	okay	qry	2160	-1	229809	-	okay	okay	okay
514	ref	309	-1	594030	+	okay	okay	okay	qry	2350	-1	132200	+	okay	cut	okay
227	ref	124	-1	581170	-	okay	cut	okay	qry	943	-1	95087	-	okay	okay	okay
960	ref	801	131282	206345	-	cut	cut	okay	qry	955	130551	56003	-	okay	okay	okay
814	ref	600	-1	159938	-	okay	cut	okay	qry	319	-1	167976	-	okay	okay	okay
206	ref	108	780277	-1	+	cut	okay	okay	qry	794	56059	-1	+	okay	okay	okay
1079	ref	1049	-1	273189	+	okay	cut	okay	qry	1311	-1	129729	+	okay	okay	okay
38	ref	14	2528028	-1	-	cut	okay	okay	qry	365	575900	-1	-	okay	okay	okay
210	ref	113	-1	194495	+	okay	cut	okay	qry	1567	-1	140243	+	okay	okay	okay
772	ref	560	-1	610429	+	okay	cut	okay	qry	360	-1	222482	+	okay	okay	okay
331	ref	184	-1	1239255	+	okay	cut	okay	qry	403	-1	163146	+	okay	okay	okay
519	ref	312	104904	-1	+	cut	okay	okay	qry	1595	108884	-1	+	okay	okay	okay
726	ref	509	-1	360424	-	okay	cut	okay	qry	169	-1	274842	-	okay	okay	okay
16	ref	5	1575090	1683893	+	okay	cut	okay	qry	287	52519	161097	+	cut	okay	okay
191	ref	101	950149	-1	-	okay	okay	okay	qry	1932	125722	-1	-	cut	okay	okay
1098	ref	1084	93273	-1	-	cut	okay	okay	qry	482	129108	-1	-	okay	okay	okay
1091	ref	1065	537123	-1	-	cut	okay	okay	qry	1168	122231	-1	-	okay	okay	okay
649	ref	425	370945	502034	+	cut	cut	okay	qry	1151	65362	196078	+	okay	okay	okay
634	ref	416	971233	-1	-	cut	okay	okay	qry	1289	156014	-1	-	okay	okay	okay
362	ref	201	674939	-1	+	cut	okay	okay	qry	1437	117338	-1	+	okay	okay	okay
162	ref	88	1028032	-1	-	cut	okay	okay	qry	821	107830	-1	-	okay	okay	okay
317	ref	174	-1	367478	-	okay	okay	okay	qry	1966	-1	46919	-	okay	cut	okay
581	ref	370	458154	-1	-	cut	okay	okay	qry	2160	179122	-1	-	okay	okay	okay
478	ref	287	-1	644109	+	okay	cut	okay	qry	7	-1	240452	+	okay	okay	okay
1176	ref	1389	-1	75351	-	okay	cut	okay	qry	305	-1	214612	-	okay	okay	okay
911	ref	716	-1	573228	+	okay	okay	okay	qry	1081	-1	303726	+	okay	cut	okay
664	ref	434	-1	252500	-	okay	cut	okay	qry	370	-1	138077	-	okay	okay	okay
957	ref	793	150235	-1	+	cut	okay	okay	qry	605	90829	-1	+	okay	okay	okay
333	ref	185	-1	236869	+	okay	cut	okay	qry	700	-1	123989	+	okay	okay	okay
341	ref	188	291052	465268	-	cut	cut	okay	qry	904	282978	108981	-	okay	okay	okay
70	ref	35	303801	-1	-	cut	okay	okay	qry	71	417771	-1	-	okay	okay	okay
704	ref	492	125223	-1	-	cut	okay	okay	qry	213	315149	-1	-	okay	okay	okay
435	ref	255	-1	203385	-	okay	cut	okay	qry	37	-1	126952	-	okay	okay	okay
595	ref	386	-1	345505	-	okay	okay	okay	qry	2612	-1	48228	-	okay	cut	okay
1250	ref	1842	102902	-1	-	okay	okay	okay	qry	197	495537	-1	-	cut	okay	okay
1029	ref	927	135419	-1	-	okay	okay	okay	qry	33	134012	-1	-	cut	okay	okay
720	ref	502	-1	499351	+	okay	cut	okay	qry	25	-1	247136	+	okay	okay	okay
399	ref	229	437328	-1	-	cut	okay	okay	qry	260	247295	-1	-	okay	okay	okay
268	ref	140	1114392	-1	-	cut	okay	okay	qry	130	305597	-1	-	okay	okay	okay
52	ref	25	-1	1045373	+	okay	cut	okay	qry	402	-1	653504	+	okay	okay	okay
771	ref	557	-1	729340	-	okay	cut	okay	qry	2227	-1	81364	-	okay	okay	okay
696	ref	480	-1	353795	+	okay	cut	okay	qry	1697	-1	204084	+	okay	okay	okay
47	ref	20	2466751	-1	-	cut	okay	okay	qry	2777	214805	-1	-	okay	okay	okay
80	ref	40	1764964	-1	+	cut	okay	okay	qry	721	154417	-1	+	okay	okay	okay
1066	ref	1028	-1	210554	+	okay	cut	okay	qry	367	-1	307156	+	okay	okay	okay
1122	ref	1155	160291	-1	-	cut	okay	okay	qry	560	431670	-1	-	okay	okay	okay
439	ref	258	172965	377320	+	cut	cut	okay	qry	23	107557	311572	+	okay	okay	okay
446	ref	263	645039	751199	+	cut	okay	okay	qry	260	438187	543327	+	okay	cut	okay
1161	ref	1299	86367	174187	-	cut	cut	okay	qry	32	593394	506011	-	okay	okay	okay
340	ref	188	-1	264661	-	okay	okay	okay	qry	503	-1	47448	-	okay	cut	okay
933	ref	750	189998	-1	-	cut	okay	okay	qry	34	518020	-1	-	okay	okay	okay
893	ref	702	100876	-1	+	cut	okay	okay	qry	171	124134	-1	+	okay	okay	okay
884	ref	688	-1	216183	+	okay	cut	okay	qry	142	-1	109165	+	okay	okay	okay
1157	ref	1272	-1	79476	-	okay	cut	okay	qry	417	-1	422316	-	okay	okay	okay
224	ref	122	-1	226907	-	okay	cut	okay	qry	498	-1	78673	-	okay	okay	okay
279	ref	147	-1	244806	-	okay	cut	okay	qry	1014	-1	132192	-	okay	okay	okay
396	ref	226	646712	-1	-	cut	okay	okay	qry	917	185838	-1	-	okay	okay	okay
578	ref	368	-1	368848	-	okay	cut	okay	qry	2585	-1	334841	-	okay	okay	okay
1226	ref	1652	41478	-1	-	cut	okay	okay	qry	480	198413	-1	-	okay	okay	okay
364	ref	202	-1	626513	-	okay	cut	okay	qry	516	-1	192705	-	okay	okay	okay
556	ref	347	531543	-1	+	cut	okay	okay	qry	342	211201	-1	+	okay	okay	okay
343	ref	189	-1	1224413	-	okay	cut	okay	qry	2098	-1	148409	-	okay	okay	okay
1218	ref	1606	-1	64764	+	okay	cut	okay	qry	227	-1	221697	+	okay	okay	okay
327	ref	181	-1	508901	+	okay	cut	okay	qry	11	-1	185474	+	okay	okay	okay
810	ref	598	-1	360499	+	okay	cut	okay	qry	1048	-1	92606	+	okay	okay	okay
267	ref	140	-1	1114452	-	okay	cut	okay	qry	1141	-1	107379	-	okay	okay	okay
124	ref	67	506639	1027246	-	cut	cut	okay	qry	497	644425	118980	-	okay	okay	okay
835	ref	627	137636	255523	+	cut	cut	okay	qry	1079	110804	227810	+	okay	okay	okay
1206	ref	1524	65203	-1	+	cut	okay	okay	qry	1543	85272	-1	+	okay	okay	okay
444	ref	263	156744	-1	-	cut	okay	okay	qry	208	241462	-1	-	okay	okay	okay
633	ref	416	-1	492238	+	okay	cut	okay	qry	99	-1	376800	+	okay	okay	okay
524	ref	316	542907	-1	+	cut	okay	okay	qry	602	120931	-1	+	okay	okay	okay
1101	ref	1096	128308	-1	+	cut	okay	okay	qry	254	103823	-1	+	okay	okay	okay
689	ref	473	-1	431890	+	okay	cut	okay	qry	3420	-1	106623	+	okay	okay	okay
151	ref	85	134186	-1	-	okay	okay	okay	qry	158	374689	-1	-	cut	okay	okay
123	ref	67	-1	504277	+	okay	cut	okay	qry	330	-1	269711	+	okay	okay	okay
984	ref	839	-1	171820	-	okay	cut	okay	qry	2042	-1	374799	-	okay	okay	okay
389	ref	223	314931	-1	-	cut	okay	okay	qry	425	203885	-1	-	okay	okay	okay
544	ref	330	-1	181011	-	okay	okay	okay	qry	1498	-1	52790	-	okay	cut	okay
1024	ref	918	220765	-1	+	cut	okay	okay	qry	68	157522	-1	+	okay	okay	okay
829	ref	616	211776	351919	-	okay	cut	okay	qry	683	299342	160010	-	cut	okay	okay
535	ref	322	419317	-1	-	okay	okay	okay	qry	1010	565194	-1	-	okay	okay	okay
370	ref	204	-1	729728	-	okay	cut	okay	qry	2294	-1	80296	-	okay	okay	okay
1044	ref	956	41212	-1	-	okay	okay	okay	qry	2375	135536	-1	-	cut	okay	okay
455	ref	272	154427	-1	-	cut	okay	okay	qry	796	133120	-1	-	okay	okay	okay
416	ref	243	1031834	1136898	-	cut	cut	okay	qry	65	416865	312512	-	okay	okay	okay
291	ref	157	637286	-1	-	cut	okay	okay	qry	49	237620	-1	-	okay	okay	okay
808	ref	596	-1	377646	-	okay	cut	okay	qry	673	-1	54893	-	okay	okay	okay
163	ref	88	1283060	-1	-	cut	okay	okay	qry	954	94059	-1	-	okay	okay	okay
181	ref	98	1074273	1363441	+	cut	cut	okay	qry	596	94615	386324	+	okay	okay	okay
553	ref	346	140334	218482	-	cut	cut	okay	qry	1506	220865	143247	-	okay	okay	okay
892	ref	701	-1	257999	+	okay	cut	okay	qry	181	-1	107581	+	okay	okay	okay
40	ref	15	517385	624668	+	cut	cut	okay	qry	157	66790	173765	+	okay	okay	okay
1002	ref	877	-1	136622	-	okay	cut	okay	qry	1247	-1	77005	-	okay	okay	okay
1	ref	1	118194	-1	+	cut	okay	okay	qry	363	215296	-1	+	okay	okay	okay
904	ref	711	-1	256426	-	okay	cut	okay	qry	199	-1	259903	-	okay	okay	okay
329	ref	183	217329	-1	+	cut	okay	okay	qry	509	191545	-1	+	okay	okay	okay
367	ref	203	487347	837047	-	cut	cut	okay	qry	166	439143	87192	-	okay	okay	okay
1012	ref	895	145557	-1	-	okay	okay	okay	qry	959	129498	-1	-	okay	okay	okay
272	ref	142	477047	-1	+	cut	okay	okay	qry	1681	68600	-1	+	okay	okay	okay
744	ref	529	170661	-1	+	cut	okay	okay	qry	718	162401	-1	+	okay	okay	okay
979	ref	827	75687	-1	+	cut	okay	okay	qry	3627	63625	-1	+	okay	okay	okay
843	ref	630	-1	498373	+	okay	okay	okay	qry	2618	-1	210403	+	okay	okay	okay
319	ref	177	-1	783319	+	okay	cut	okay	qry	2098	-1	98286	+	okay	okay	okay
738	ref	521	254446	383945	-	cut	cut	okay	qry	16	333120	203655	-	okay	okay	okay
269	ref	141	357166	-1	+	cut	okay	okay	qry	64	256694	-1	+	okay	okay	okay
1142	ref	1230	96725	-1	+	cut	okay	okay	qry	3657	91945	-1	+	okay	okay	okay
621	ref	404	-1	153411	+	okay	cut	okay	qry	3712	-1	107725	+	okay	okay	okay
803	ref	588	808960	-1	-	cut	okay	okay	qry	627	257440	-1	-	okay	okay	okay
202	ref	106	-1	1025219	+	okay	cut	okay	qry	117	-1	236906	+	okay	okay	okay
318	ref	174	-1	348867	+	okay	cut	okay	qry	2816	-1	147968	+	okay	okay	okay
801	ref	587	210019	-1	+	cut	okay	okay	qry	150	149477	-1	+	okay	okay	okay
170	ref	92	-1	1172439	+	okay	cut	okay	qry	574	-1	181478	+	okay	okay	okay
539	ref	326	-1	446564	-	okay	cut	okay	qry	2615	-1	90039	-	okay	okay	okay
611	ref	394	645833	-1	-	cut	okay	okay	qry	2780	151752	-1	-	okay	okay	okay
466	ref	279	336736	-1	-	cut	okay	okay	qry	769	277839	-1	-	okay	okay	okay
483	ref	290	785883	-1	+	cut	okay	okay	qry	163	234497	-1	+	okay	okay	okay
680	ref	457	380834	462915	+	cut	okay	okay	qry	377	275113	357740	+	okay	cut	okay
1168	ref	1329	51003	-1	-	okay	okay	okay	qry	907	326734	-1	-	cut	okay	okay
